start_date,date,incidD,state,USPS,source,datew
NA,2022-04-23,3,Utah,UT,csse,2022-04-23
NA,2022-04-30,4,Utah,UT,csse,2022-04-30
NA,2022-05-07,9,Utah,UT,csse,2022-05-07
NA,2022-05-14,0,Utah,UT,csse,2022-05-14
NA,2022-05-21,3,Utah,UT,csse,2022-05-21
NA,2022-05-28,11,Utah,UT,csse,2022-05-28
NA,2022-06-04,2,Utah,UT,csse,2022-06-04
NA,2022-06-11,11,Utah,UT,csse,2022-06-11
NA,2022-06-18,11,Utah,UT,csse,2022-06-18
NA,2022-06-25,8,Utah,UT,csse,2022-06-25
NA,2022-07-02,11,Utah,UT,csse,2022-07-02
NA,2022-07-09,10,Utah,UT,csse,2022-07-09
NA,2022-07-16,13,Utah,UT,csse,2022-07-16
NA,2022-07-23,11,Utah,UT,csse,2022-07-23
NA,2022-07-30,13,Utah,UT,csse,2022-07-30
NA,2022-08-06,16,Utah,UT,csse,2022-08-06
NA,2022-08-13,6,Utah,UT,csse,2022-08-13
NA,2022-08-20,6,Utah,UT,csse,2022-08-20
NA,2022-08-27,10,Utah,UT,csse,2022-08-27
NA,2022-09-03,9,Utah,UT,csse,2022-09-03
NA,2022-09-10,4,Utah,UT,csse,2022-09-10
NA,2022-09-17,10,Utah,UT,csse,2022-09-17
NA,2022-09-24,7,Utah,UT,csse,2022-09-24
NA,2022-10-01,7,Utah,UT,csse,2022-10-01
NA,2022-10-08,4,Utah,UT,csse,2022-10-08
NA,2022-10-15,5,Utah,UT,csse,2022-10-15
NA,2022-10-22,10,Utah,UT,csse,2022-10-22
NA,2022-10-29,6,Utah,UT,csse,2022-10-29
NA,2022-11-05,5,Utah,UT,csse,2022-11-05
NA,2022-11-12,7,Utah,UT,csse,2022-11-12
NA,2022-11-19,8,Utah,UT,csse,2022-11-19
NA,2022-11-26,18,Utah,UT,csse,2022-11-26
NA,2022-12-03,12,Utah,UT,csse,2022-12-03
NA,2022-12-10,6,Utah,UT,csse,2022-12-10
NA,2022-12-17,17,Utah,UT,csse,2022-12-17
NA,2022-12-24,6,Utah,UT,csse,2022-12-24
NA,2022-12-31,5,Utah,UT,csse,2022-12-31
NA,2023-01-07,0,Utah,UT,csse,2023-01-07
NA,2020-01-25,0,Vermont,VT,csse,2020-01-25
NA,2020-02-01,0,Vermont,VT,csse,2020-02-01
NA,2020-02-08,0,Vermont,VT,csse,2020-02-08
NA,2020-02-15,0,Vermont,VT,csse,2020-02-15
NA,2020-02-22,0,Vermont,VT,csse,2020-02-22
NA,2020-02-29,0,Vermont,VT,csse,2020-02-29
NA,2020-03-07,0,Vermont,VT,csse,2020-03-07
NA,2020-03-14,0,Vermont,VT,csse,2020-03-14
NA,2020-03-21,2,Vermont,VT,csse,2020-03-21
NA,2020-03-28,3,Vermont,VT,csse,2020-03-28
NA,2020-04-04,0,Vermont,VT,csse,2020-04-04
NA,2020-04-11,19,Vermont,VT,csse,2020-04-11
NA,2020-04-18,12,Vermont,VT,csse,2020-04-18
NA,2020-04-25,9,Vermont,VT,csse,2020-04-25
NA,2020-05-02,5,Vermont,VT,csse,2020-05-02
NA,2020-05-09,3,Vermont,VT,csse,2020-05-09
NA,2020-05-16,0,Vermont,VT,csse,2020-05-16
NA,2020-05-23,1,Vermont,VT,csse,2020-05-23
NA,2020-05-30,1,Vermont,VT,csse,2020-05-30
NA,2020-06-06,0,Vermont,VT,csse,2020-06-06
NA,2020-06-13,0,Vermont,VT,csse,2020-06-13
NA,2020-06-20,1,Vermont,VT,csse,2020-06-20
NA,2020-06-27,0,Vermont,VT,csse,2020-06-27
NA,2020-07-04,0,Vermont,VT,csse,2020-07-04
NA,2020-07-11,0,Vermont,VT,csse,2020-07-11
NA,2020-07-18,0,Vermont,VT,csse,2020-07-18
NA,2020-07-25,0,Vermont,VT,csse,2020-07-25
NA,2020-08-01,1,Vermont,VT,csse,2020-08-01
NA,2020-08-08,1,Vermont,VT,csse,2020-08-08
NA,2020-08-15,0,Vermont,VT,csse,2020-08-15
NA,2020-08-22,0,Vermont,VT,csse,2020-08-22
NA,2020-08-29,0,Vermont,VT,csse,2020-08-29
NA,2020-09-05,0,Vermont,VT,csse,2020-09-05
NA,2020-09-12,0,Vermont,VT,csse,2020-09-12
NA,2020-09-19,0,Vermont,VT,csse,2020-09-19
NA,2020-09-26,0,Vermont,VT,csse,2020-09-26
NA,2020-10-03,0,Vermont,VT,csse,2020-10-03
NA,2020-10-10,0,Vermont,VT,csse,2020-10-10
NA,2020-10-17,0,Vermont,VT,csse,2020-10-17
NA,2020-10-24,0,Vermont,VT,csse,2020-10-24
NA,2020-10-31,0,Vermont,VT,csse,2020-10-31
NA,2020-11-07,1,Vermont,VT,csse,2020-11-07
NA,2020-11-14,0,Vermont,VT,csse,2020-11-14
NA,2020-11-21,4,Vermont,VT,csse,2020-11-21
NA,2020-11-28,4,Vermont,VT,csse,2020-11-28
NA,2020-12-05,12,Vermont,VT,csse,2020-12-05
NA,2020-12-12,16,Vermont,VT,csse,2020-12-12
NA,2020-12-19,13,Vermont,VT,csse,2020-12-19
NA,2020-12-26,13,Vermont,VT,csse,2020-12-26
NA,2021-01-02,18,Vermont,VT,csse,2021-01-02
NA,2021-01-09,17,Vermont,VT,csse,2021-01-09
NA,2021-01-16,7,Vermont,VT,csse,2021-01-16
NA,2021-01-23,7,Vermont,VT,csse,2021-01-23
NA,2021-01-30,3,Vermont,VT,csse,2021-01-30
NA,2021-02-06,9,Vermont,VT,csse,2021-02-06
NA,2021-02-13,7,Vermont,VT,csse,2021-02-13
NA,2021-02-20,7,Vermont,VT,csse,2021-02-20
NA,2021-02-27,8,Vermont,VT,csse,2021-02-27
NA,2021-03-06,4,Vermont,VT,csse,2021-03-06
NA,2021-03-13,6,Vermont,VT,csse,2021-03-13
NA,2021-03-20,5,Vermont,VT,csse,2021-03-20
NA,2021-03-27,5,Vermont,VT,csse,2021-03-27
NA,2021-04-03,5,Vermont,VT,csse,2021-04-03
NA,2021-04-10,2,Vermont,VT,csse,2021-04-10
NA,2021-04-17,11,Vermont,VT,csse,2021-04-17
NA,2021-04-24,2,Vermont,VT,csse,2021-04-24
NA,2021-05-01,3,Vermont,VT,csse,2021-05-01
NA,2021-05-08,2,Vermont,VT,csse,2021-05-08
NA,2021-05-15,3,Vermont,VT,csse,2021-05-15
NA,2021-05-22,3,Vermont,VT,csse,2021-05-22
NA,2021-05-29,0,Vermont,VT,csse,2021-05-29
NA,2021-06-05,1,Vermont,VT,csse,2021-06-05
NA,2021-06-12,0,Vermont,VT,csse,2021-06-12
NA,2021-06-19,0,Vermont,VT,csse,2021-06-19
NA,2021-06-26,0,Vermont,VT,csse,2021-06-26
NA,2021-07-03,2,Vermont,VT,csse,2021-07-03
NA,2021-07-10,0,Vermont,VT,csse,2021-07-10
NA,2021-07-17,0,Vermont,VT,csse,2021-07-17
NA,2021-07-24,1,Vermont,VT,csse,2021-07-24
NA,2021-07-31,1,Vermont,VT,csse,2021-07-31
NA,2021-08-07,0,Vermont,VT,csse,2021-08-07
NA,2021-08-14,4,Vermont,VT,csse,2021-08-14
NA,2021-08-21,6,Vermont,VT,csse,2021-08-21
NA,2021-08-28,5,Vermont,VT,csse,2021-08-28
NA,2021-09-04,6,Vermont,VT,csse,2021-09-04
NA,2021-09-11,6,Vermont,VT,csse,2021-09-11
NA,2021-09-18,11,Vermont,VT,csse,2021-09-18
NA,2021-09-25,8,Vermont,VT,csse,2021-09-25
NA,2021-10-02,15,Vermont,VT,csse,2021-10-02
NA,2021-10-09,14,Vermont,VT,csse,2021-10-09
NA,2021-10-16,10,Vermont,VT,csse,2021-10-16
NA,2021-10-23,6,Vermont,VT,csse,2021-10-23
NA,2021-10-30,13,Vermont,VT,csse,2021-10-30
NA,2021-11-06,20,Vermont,VT,csse,2021-11-06
NA,2021-11-13,9,Vermont,VT,csse,2021-11-13
NA,2021-11-20,11,Vermont,VT,csse,2021-11-20
NA,2021-11-27,2,Vermont,VT,csse,2021-11-27
NA,2021-12-04,10,Vermont,VT,csse,2021-12-04
NA,2021-12-11,13,Vermont,VT,csse,2021-12-11
NA,2021-12-18,23,Vermont,VT,csse,2021-12-18
NA,2021-12-25,8,Vermont,VT,csse,2021-12-25
NA,2022-01-01,11,Vermont,VT,csse,2022-01-01
NA,2022-01-08,12,Vermont,VT,csse,2022-01-08
NA,2022-01-15,14,Vermont,VT,csse,2022-01-15
NA,2022-01-22,16,Vermont,VT,csse,2022-01-22
NA,2022-01-29,15,Vermont,VT,csse,2022-01-29
NA,2022-02-05,17,Vermont,VT,csse,2022-02-05
NA,2022-02-12,10,Vermont,VT,csse,2022-02-12
NA,2022-02-19,13,Vermont,VT,csse,2022-02-19
NA,2022-02-26,11,Vermont,VT,csse,2022-02-26
NA,2022-03-05,25,Vermont,VT,csse,2022-03-05
NA,2022-03-12,1,Vermont,VT,csse,2022-03-12
NA,2022-03-19,3,Vermont,VT,csse,2022-03-19
NA,2022-03-26,4,Vermont,VT,csse,2022-03-26
NA,2022-04-02,2,Vermont,VT,csse,2022-04-02
NA,2022-04-09,4,Vermont,VT,csse,2022-04-09
NA,2022-04-16,3,Vermont,VT,csse,2022-04-16
NA,2022-04-23,6,Vermont,VT,csse,2022-04-23
NA,2022-04-30,10,Vermont,VT,csse,2022-04-30
NA,2022-05-07,5,Vermont,VT,csse,2022-05-07
NA,2022-05-14,6,Vermont,VT,csse,2022-05-14
NA,2022-05-21,6,Vermont,VT,csse,2022-05-21
NA,2022-05-28,7,Vermont,VT,csse,2022-05-28
NA,2022-06-04,9,Vermont,VT,csse,2022-06-04
NA,2022-06-11,3,Vermont,VT,csse,2022-06-11
NA,2022-06-18,6,Vermont,VT,csse,2022-06-18
NA,2022-06-25,3,Vermont,VT,csse,2022-06-25
NA,2022-07-02,1,Vermont,VT,csse,2022-07-02
NA,2022-07-09,4,Vermont,VT,csse,2022-07-09
NA,2022-07-16,1,Vermont,VT,csse,2022-07-16
NA,2022-07-23,1,Vermont,VT,csse,2022-07-23
NA,2022-07-30,4,Vermont,VT,csse,2022-07-30
NA,2022-08-06,0,Vermont,VT,csse,2022-08-06
NA,2022-08-13,6,Vermont,VT,csse,2022-08-13
NA,2022-08-20,3,Vermont,VT,csse,2022-08-20
NA,2022-08-27,5,Vermont,VT,csse,2022-08-27
NA,2022-09-03,0,Vermont,VT,csse,2022-09-03
NA,2022-09-10,8,Vermont,VT,csse,2022-09-10
NA,2022-09-17,0,Vermont,VT,csse,2022-09-17
NA,2022-09-24,4,Vermont,VT,csse,2022-09-24
NA,2022-10-01,0,Vermont,VT,csse,2022-10-01
NA,2022-10-08,9,Vermont,VT,csse,2022-10-08
NA,2022-10-15,4,Vermont,VT,csse,2022-10-15
NA,2022-10-22,2,Vermont,VT,csse,2022-10-22
NA,2022-10-29,6,Vermont,VT,csse,2022-10-29
NA,2022-11-05,14,Vermont,VT,csse,2022-11-05
NA,2022-11-12,9,Vermont,VT,csse,2022-11-12
NA,2022-11-19,0,Vermont,VT,csse,2022-11-19
NA,2022-11-26,7,Vermont,VT,csse,2022-11-26
NA,2022-12-03,0,Vermont,VT,csse,2022-12-03
NA,2022-12-10,11,Vermont,VT,csse,2022-12-10
NA,2022-12-17,0,Vermont,VT,csse,2022-12-17
NA,2022-12-24,10,Vermont,VT,csse,2022-12-24
NA,2022-12-31,0,Vermont,VT,csse,2022-12-31
NA,2023-01-07,0,Vermont,VT,csse,2023-01-07
NA,2020-01-25,0,Virginia,VA,csse,2020-01-25
NA,2020-02-01,0,Virginia,VA,csse,2020-02-01
NA,2020-02-08,0,Virginia,VA,csse,2020-02-08
NA,2020-02-15,0,Virginia,VA,csse,2020-02-15
NA,2020-02-22,0,Virginia,VA,csse,2020-02-22
NA,2020-02-29,0,Virginia,VA,csse,2020-02-29
NA,2020-03-07,0,Virginia,VA,csse,2020-03-07
NA,2020-03-14,1,Virginia,VA,csse,2020-03-14
NA,2020-03-21,2,Virginia,VA,csse,2020-03-21
NA,2020-03-28,10,Virginia,VA,csse,2020-03-28
NA,2020-04-04,3,Virginia,VA,csse,2020-04-04
NA,2020-04-11,23,Virginia,VA,csse,2020-04-11
NA,2020-04-18,125,Virginia,VA,csse,2020-04-18
NA,2020-04-25,272,Virginia,VA,csse,2020-04-25
NA,2020-05-02,179,Virginia,VA,csse,2020-05-02
NA,2020-05-09,211,Virginia,VA,csse,2020-05-09
NA,2020-05-16,176,Virginia,VA,csse,2020-05-16
NA,2020-05-23,155,Virginia,VA,csse,2020-05-23
NA,2020-05-30,205,Virginia,VA,csse,2020-05-30
NA,2020-06-06,89,Virginia,VA,csse,2020-06-06
NA,2020-06-13,83,Virginia,VA,csse,2020-06-13
NA,2020-06-20,65,Virginia,VA,csse,2020-06-20
NA,2020-06-27,117,Virginia,VA,csse,2020-06-27
NA,2020-07-04,123,Virginia,VA,csse,2020-07-04
NA,2020-07-11,113,Virginia,VA,csse,2020-07-11
NA,2020-07-18,65,Virginia,VA,csse,2020-07-18
NA,2020-07-25,53,Virginia,VA,csse,2020-07-25
NA,2020-08-01,135,Virginia,VA,csse,2020-08-01
NA,2020-08-08,110,Virginia,VA,csse,2020-08-08
NA,2020-08-15,59,Virginia,VA,csse,2020-08-15
NA,2020-08-22,68,Virginia,VA,csse,2020-08-22
NA,2020-08-29,123,Virginia,VA,csse,2020-08-29
NA,2020-09-05,111,Virginia,VA,csse,2020-09-05
NA,2020-09-12,44,Virginia,VA,csse,2020-09-12
NA,2020-09-19,266,Virginia,VA,csse,2020-09-19
NA,2020-09-26,155,Virginia,VA,csse,2020-09-26
NA,2020-10-03,127,Virginia,VA,csse,2020-10-03
NA,2020-10-10,81,Virginia,VA,csse,2020-10-10
NA,2020-10-17,68,Virginia,VA,csse,2020-10-17
NA,2020-10-24,153,Virginia,VA,csse,2020-10-24
NA,2020-10-31,76,Virginia,VA,csse,2020-10-31
NA,2020-11-07,51,Virginia,VA,csse,2020-11-07
NA,2020-11-14,91,Virginia,VA,csse,2020-11-14
NA,2020-11-21,145,Virginia,VA,csse,2020-11-21
NA,2020-11-28,116,Virginia,VA,csse,2020-11-28
NA,2020-12-05,142,Virginia,VA,csse,2020-12-05
NA,2020-12-12,214,Virginia,VA,csse,2020-12-12
NA,2020-12-19,233,Virginia,VA,csse,2020-12-19
NA,2020-12-26,196,Virginia,VA,csse,2020-12-26
NA,2021-01-02,282,Virginia,VA,csse,2021-01-02
NA,2021-01-09,265,Virginia,VA,csse,2021-01-09
NA,2021-01-16,323,Virginia,VA,csse,2021-01-16
NA,2021-01-23,370,Virginia,VA,csse,2021-01-23
NA,2021-01-30,374,Virginia,VA,csse,2021-01-30
NA,2021-02-06,319,Virginia,VA,csse,2021-02-06
NA,2021-02-13,221,Virginia,VA,csse,2021-02-13
NA,2021-02-20,210,Virginia,VA,csse,2021-02-20
NA,2021-02-27,1184,Virginia,VA,csse,2021-02-27
NA,2021-03-06,1105,Virginia,VA,csse,2021-03-06
NA,2021-03-13,444,Virginia,VA,csse,2021-03-13
NA,2021-03-20,152,Virginia,VA,csse,2021-03-20
NA,2021-03-27,80,Virginia,VA,csse,2021-03-27
NA,2021-04-03,109,Virginia,VA,csse,2021-04-03
NA,2021-04-10,167,Virginia,VA,csse,2021-04-10
NA,2021-04-17,108,Virginia,VA,csse,2021-04-17
NA,2021-04-24,111,Virginia,VA,csse,2021-04-24
NA,2021-05-01,94,Virginia,VA,csse,2021-05-01
NA,2021-05-08,107,Virginia,VA,csse,2021-05-08
NA,2021-05-15,112,Virginia,VA,csse,2021-05-15
NA,2021-05-22,79,Virginia,VA,csse,2021-05-22
NA,2021-05-29,63,Virginia,VA,csse,2021-05-29
NA,2021-06-05,70,Virginia,VA,csse,2021-06-05
NA,2021-06-12,58,Virginia,VA,csse,2021-06-12
NA,2021-06-19,49,Virginia,VA,csse,2021-06-19
NA,2021-06-26,62,Virginia,VA,csse,2021-06-26
NA,2021-07-03,30,Virginia,VA,csse,2021-07-03
NA,2021-07-10,34,Virginia,VA,csse,2021-07-10
NA,2021-07-17,33,Virginia,VA,csse,2021-07-17
NA,2021-07-24,26,Virginia,VA,csse,2021-07-24
NA,2021-07-31,46,Virginia,VA,csse,2021-07-31
NA,2021-08-07,30,Virginia,VA,csse,2021-08-07
NA,2021-08-14,43,Virginia,VA,csse,2021-08-14
NA,2021-08-21,47,Virginia,VA,csse,2021-08-21
NA,2021-08-28,122,Virginia,VA,csse,2021-08-28
NA,2021-09-04,130,Virginia,VA,csse,2021-09-04
NA,2021-09-11,137,Virginia,VA,csse,2021-09-11
NA,2021-09-18,206,Virginia,VA,csse,2021-09-18
NA,2021-09-25,269,Virginia,VA,csse,2021-09-25
NA,2021-10-02,296,Virginia,VA,csse,2021-10-02
NA,2021-10-09,269,Virginia,VA,csse,2021-10-09
NA,2021-10-16,314,Virginia,VA,csse,2021-10-16
NA,2021-10-23,262,Virginia,VA,csse,2021-10-23
NA,2021-10-30,234,Virginia,VA,csse,2021-10-30
NA,2021-11-06,223,Virginia,VA,csse,2021-11-06
NA,2021-11-13,215,Virginia,VA,csse,2021-11-13
NA,2021-11-20,169,Virginia,VA,csse,2021-11-20
NA,2021-11-27,144,Virginia,VA,csse,2021-11-27
NA,2021-12-04,116,Virginia,VA,csse,2021-12-04
NA,2021-12-11,143,Virginia,VA,csse,2021-12-11
NA,2021-12-18,187,Virginia,VA,csse,2021-12-18
NA,2021-12-25,210,Virginia,VA,csse,2021-12-25
NA,2022-01-01,286,Virginia,VA,csse,2022-01-01
NA,2022-01-08,66,Virginia,VA,csse,2022-01-08
NA,2022-01-15,153,Virginia,VA,csse,2022-01-15
NA,2022-01-22,54,Virginia,VA,csse,2022-01-22
NA,2022-01-29,275,Virginia,VA,csse,2022-01-29
NA,2022-02-05,577,Virginia,VA,csse,2022-02-05
NA,2022-02-12,771,Virginia,VA,csse,2022-02-12
NA,2022-02-19,531,Virginia,VA,csse,2022-02-19
NA,2022-02-26,516,Virginia,VA,csse,2022-02-26
NA,2022-03-05,410,Virginia,VA,csse,2022-03-05
NA,2022-03-12,265,Virginia,VA,csse,2022-03-12
NA,2022-03-19,235,Virginia,VA,csse,2022-03-19
NA,2022-03-26,138,Virginia,VA,csse,2022-03-26
NA,2022-04-02,117,Virginia,VA,csse,2022-04-02
NA,2022-04-09,139,Virginia,VA,csse,2022-04-09
NA,2022-04-16,157,Virginia,VA,csse,2022-04-16
NA,2022-04-23,125,Virginia,VA,csse,2022-04-23
NA,2022-04-30,91,Virginia,VA,csse,2022-04-30
NA,2022-05-07,44,Virginia,VA,csse,2022-05-07
NA,2022-05-14,34,Virginia,VA,csse,2022-05-14
NA,2022-05-21,29,Virginia,VA,csse,2022-05-21
NA,2022-05-28,36,Virginia,VA,csse,2022-05-28
NA,2022-06-04,48,Virginia,VA,csse,2022-06-04
NA,2022-06-11,20,Virginia,VA,csse,2022-06-11
NA,2022-06-18,14,Virginia,VA,csse,2022-06-18
NA,2022-06-25,63,Virginia,VA,csse,2022-06-25
NA,2022-07-02,125,Virginia,VA,csse,2022-07-02
NA,2022-07-09,102,Virginia,VA,csse,2022-07-09
NA,2022-07-16,60,Virginia,VA,csse,2022-07-16
NA,2022-07-23,64,Virginia,VA,csse,2022-07-23
NA,2022-07-30,57,Virginia,VA,csse,2022-07-30
NA,2022-08-06,131,Virginia,VA,csse,2022-08-06
NA,2022-08-13,90,Virginia,VA,csse,2022-08-13
NA,2022-08-20,114,Virginia,VA,csse,2022-08-20
NA,2022-08-27,112,Virginia,VA,csse,2022-08-27
NA,2022-09-03,101,Virginia,VA,csse,2022-09-03
NA,2022-09-10,128,Virginia,VA,csse,2022-09-10
NA,2022-09-17,88,Virginia,VA,csse,2022-09-17
NA,2022-09-24,84,Virginia,VA,csse,2022-09-24
NA,2022-10-01,76,Virginia,VA,csse,2022-10-01
NA,2022-10-08,105,Virginia,VA,csse,2022-10-08
NA,2022-10-15,83,Virginia,VA,csse,2022-10-15
NA,2022-10-22,80,Virginia,VA,csse,2022-10-22
NA,2022-10-29,76,Virginia,VA,csse,2022-10-29
NA,2022-11-05,49,Virginia,VA,csse,2022-11-05
NA,2022-11-12,13,Virginia,VA,csse,2022-11-12
NA,2022-11-19,61,Virginia,VA,csse,2022-11-19
NA,2022-11-26,82,Virginia,VA,csse,2022-11-26
NA,2022-12-03,90,Virginia,VA,csse,2022-12-03
NA,2022-12-10,82,Virginia,VA,csse,2022-12-10
NA,2022-12-17,56,Virginia,VA,csse,2022-12-17
NA,2022-12-24,58,Virginia,VA,csse,2022-12-24
NA,2022-12-31,22,Virginia,VA,csse,2022-12-31
NA,2023-01-07,0,Virginia,VA,csse,2023-01-07
NA,2020-01-25,0,Washington,WA,csse,2020-01-25
NA,2020-02-01,0,Washington,WA,csse,2020-02-01
NA,2020-02-08,0,Washington,WA,csse,2020-02-08
NA,2020-02-15,0,Washington,WA,csse,2020-02-15
NA,2020-02-22,0,Washington,WA,csse,2020-02-22
NA,2020-02-29,1,Washington,WA,csse,2020-02-29
NA,2020-03-07,15,Washington,WA,csse,2020-03-07
NA,2020-03-14,23,Washington,WA,csse,2020-03-14
NA,2020-03-21,55,Washington,WA,csse,2020-03-21
NA,2020-03-28,93,Washington,WA,csse,2020-03-28
NA,2020-04-04,211,Washington,WA,csse,2020-04-04
NA,2020-04-11,149,Washington,WA,csse,2020-04-11
NA,2020-04-18,119,Washington,WA,csse,2020-04-18
NA,2020-04-25,113,Washington,WA,csse,2020-04-25
NA,2020-05-02,83,Washington,WA,csse,2020-05-02
NA,2020-05-09,90,Washington,WA,csse,2020-05-09
NA,2020-05-16,72,Washington,WA,csse,2020-05-16
NA,2020-05-23,51,Washington,WA,csse,2020-05-23
NA,2020-05-30,42,Washington,WA,csse,2020-05-30
NA,2020-06-06,42,Washington,WA,csse,2020-06-06
NA,2020-06-13,48,Washington,WA,csse,2020-06-13
NA,2020-06-20,36,Washington,WA,csse,2020-06-20
NA,2020-06-27,45,Washington,WA,csse,2020-06-27
NA,2020-07-04,47,Washington,WA,csse,2020-07-04
NA,2020-07-11,65,Washington,WA,csse,2020-07-11
NA,2020-07-18,48,Washington,WA,csse,2020-07-18
NA,2020-07-25,74,Washington,WA,csse,2020-07-25
NA,2020-08-01,97,Washington,WA,csse,2020-08-01
NA,2020-08-08,92,Washington,WA,csse,2020-08-08
NA,2020-08-15,80,Washington,WA,csse,2020-08-15
NA,2020-08-22,54,Washington,WA,csse,2020-08-22
NA,2020-08-29,54,Washington,WA,csse,2020-08-29
NA,2020-09-05,43,Washington,WA,csse,2020-09-05
NA,2020-09-12,36,Washington,WA,csse,2020-09-12
NA,2020-09-19,48,Washington,WA,csse,2020-09-19
NA,2020-09-26,48,Washington,WA,csse,2020-09-26
NA,2020-10-03,49,Washington,WA,csse,2020-10-03
NA,2020-10-10,45,Washington,WA,csse,2020-10-10
NA,2020-10-17,43,Washington,WA,csse,2020-10-17
NA,2020-10-24,66,Washington,WA,csse,2020-10-24
NA,2020-10-31,68,Washington,WA,csse,2020-10-31
NA,2020-11-07,66,Washington,WA,csse,2020-11-07
NA,2020-11-14,82,Washington,WA,csse,2020-11-14
NA,2020-11-21,102,Washington,WA,csse,2020-11-21
NA,2020-11-28,119,Washington,WA,csse,2020-11-28
NA,2020-12-05,153,Washington,WA,csse,2020-12-05
NA,2020-12-12,74,Washington,WA,csse,2020-12-12
NA,2020-12-19,163,Washington,WA,csse,2020-12-19
NA,2020-12-26,80,Washington,WA,csse,2020-12-26
NA,2021-01-02,274,Washington,WA,csse,2021-01-02
NA,2021-01-09,236,Washington,WA,csse,2021-01-09
NA,2021-01-16,203,Washington,WA,csse,2021-01-16
NA,2021-01-23,213,Washington,WA,csse,2021-01-23
NA,2021-01-30,171,Washington,WA,csse,2021-01-30
NA,2021-02-06,167,Washington,WA,csse,2021-02-06
NA,2021-02-13,226,Washington,WA,csse,2021-02-13
NA,2021-02-20,146,Washington,WA,csse,2021-02-20
NA,2021-02-27,130,Washington,WA,csse,2021-02-27
NA,2021-03-06,83,Washington,WA,csse,2021-03-06
NA,2021-03-13,88,Washington,WA,csse,2021-03-13
NA,2021-03-20,51,Washington,WA,csse,2021-03-20
NA,2021-03-27,42,Washington,WA,csse,2021-03-27
NA,2021-04-03,60,Washington,WA,csse,2021-04-03
NA,2021-04-10,44,Washington,WA,csse,2021-04-10
NA,2021-04-17,58,Washington,WA,csse,2021-04-17
NA,2021-04-24,47,Washington,WA,csse,2021-04-24
NA,2021-05-01,52,Washington,WA,csse,2021-05-01
NA,2021-05-08,50,Washington,WA,csse,2021-05-08
NA,2021-05-15,43,Washington,WA,csse,2021-05-15
NA,2021-05-22,66,Washington,WA,csse,2021-05-22
NA,2021-05-29,41,Washington,WA,csse,2021-05-29
NA,2021-06-05,47,Washington,WA,csse,2021-06-05
NA,2021-06-12,53,Washington,WA,csse,2021-06-12
NA,2021-06-19,44,Washington,WA,csse,2021-06-19
NA,2021-06-26,81,Washington,WA,csse,2021-06-26
NA,2021-07-03,38,Washington,WA,csse,2021-07-03
NA,2021-07-10,58,Washington,WA,csse,2021-07-10
NA,2021-07-17,43,Washington,WA,csse,2021-07-17
NA,2021-07-24,39,Washington,WA,csse,2021-07-24
NA,2021-07-31,44,Washington,WA,csse,2021-07-31
NA,2021-08-07,46,Washington,WA,csse,2021-08-07
NA,2021-08-14,71,Washington,WA,csse,2021-08-14
NA,2021-08-21,117,Washington,WA,csse,2021-08-21
NA,2021-08-28,151,Washington,WA,csse,2021-08-28
NA,2021-09-04,184,Washington,WA,csse,2021-09-04
NA,2021-09-11,225,Washington,WA,csse,2021-09-11
NA,2021-09-18,285,Washington,WA,csse,2021-09-18
NA,2021-09-25,293,Washington,WA,csse,2021-09-25
NA,2021-10-02,271,Washington,WA,csse,2021-10-02
NA,2021-10-09,257,Washington,WA,csse,2021-10-09
NA,2021-10-16,210,Washington,WA,csse,2021-10-16
NA,2021-10-23,218,Washington,WA,csse,2021-10-23
NA,2021-10-30,176,Washington,WA,csse,2021-10-30
NA,2021-11-06,170,Washington,WA,csse,2021-11-06
NA,2021-11-13,137,Washington,WA,csse,2021-11-13
NA,2021-11-20,177,Washington,WA,csse,2021-11-20
NA,2021-11-27,97,Washington,WA,csse,2021-11-27
NA,2021-12-04,206,Washington,WA,csse,2021-12-04
NA,2021-12-11,141,Washington,WA,csse,2021-12-11
NA,2021-12-18,119,Washington,WA,csse,2021-12-18
NA,2021-12-25,109,Washington,WA,csse,2021-12-25
NA,2022-01-01,69,Washington,WA,csse,2022-01-01
NA,2022-01-08,151,Washington,WA,csse,2022-01-08
NA,2022-01-15,193,Washington,WA,csse,2022-01-15
NA,2022-01-22,209,Washington,WA,csse,2022-01-22
NA,2022-01-29,294,Washington,WA,csse,2022-01-29
NA,2022-02-05,265,Washington,WA,csse,2022-02-05
NA,2022-02-12,352,Washington,WA,csse,2022-02-12
NA,2022-02-19,299,Washington,WA,csse,2022-02-19
NA,2022-02-26,213,Washington,WA,csse,2022-02-26
NA,2022-03-05,196,Washington,WA,csse,2022-03-05
NA,2022-03-12,156,Washington,WA,csse,2022-03-12
NA,2022-03-19,150,Washington,WA,csse,2022-03-19
NA,2022-03-26,102,Washington,WA,csse,2022-03-26
NA,2022-04-02,78,Washington,WA,csse,2022-04-02
NA,2022-04-09,52,Washington,WA,csse,2022-04-09
NA,2022-04-16,49,Washington,WA,csse,2022-04-16
NA,2022-04-23,45,Washington,WA,csse,2022-04-23
NA,2022-04-30,45,Washington,WA,csse,2022-04-30
NA,2022-05-07,12,Washington,WA,csse,2022-05-07
NA,2022-05-14,78,Washington,WA,csse,2022-05-14
NA,2022-05-21,68,Washington,WA,csse,2022-05-21
NA,2022-05-28,61,Washington,WA,csse,2022-05-28
