incidD,state,date,USPS,Gold_Standard
286,Maryland,1/30/2021,MD,0
286,Massachusetts,12/19/2020,MA,0
286,North Carolina,1/15/2022,NC,0
286,Tennessee,11/14/2020,TN,0
286,Virginia,1/1/2022,VA,0
285,Alabama,2/5/2022,AL,0
285,Maryland,1/9/2021,MD,0
285,Massachusetts,6/13/2020,MA,0
285,Washington,9/18/2021,WA,0
284,California,5/7/2022,CA,0
284,Illinois,2/27/2021,IL,0
284,Indiana,9/18/2021,IN,0
284,Indiana,12/11/2021,IN,0
284,Kentucky,11/13/2021,KY,0
284,Massachusetts,12/12/2020,MA,0
284,Tennessee,9/11/2021,TN,0
284,Tennessee,10/9/2021,TN,0
283,Arizona,11/27/2021,AZ,0
283,California,8/7/2021,CA,0
283,California,7/30/2022,CA,0
283,Kentucky,3/19/2022,KY,0
283,Texas,5/29/2021,TX,0
282,Kentucky,9/18/2021,KY,0
282,New York,6/20/2020,NY,0
282,Virginia,1/2/2021,VA,0
281,Arkansas,12/19/2020,AR,0
281,Arkansas,1/9/2021,AR,0
281,Arkansas,1/16/2021,AR,0
281,Indiana,9/25/2021,IN,0
281,Pennsylvania,6/13/2020,PA,0
280,Kentucky,12/4/2021,KY,0
280,Maryland,12/26/2020,MD,0
280,Wisconsin,12/18/2021,WI,0
279,California,7/16/2022,CA,0
279,Kentucky,3/26/2022,KY,0
279,Louisiana,12/26/2020,LA,0
279,Oklahoma,1/23/2021,OK,0
278,Indiana,10/9/2021,IN,0
278,Maryland,1/2/2021,MD,0
278,Minnesota,12/4/2021,MN,0
278,Mississippi,2/19/2022,MS,0
278,Missouri,1/23/2021,MO,0
278,North Carolina,12/12/2020,NC,0
278,Pennsylvania,9/18/2021,PA,0
278,Wisconsin,10/24/2020,WI,0
278,Wisconsin,1/23/2021,WI,0
277,Florida,10/1/2022,FL,0
277,Iowa,12/5/2020,IA,0
277,Maryland,12/12/2020,MD,0
277,Pennsylvania,9/25/2021,PA,0
277,Texas,5/16/2020,TX,0
276,Georgia,4/3/2021,GA,0
276,New Jersey,4/17/2021,NJ,0
276,Oklahoma,9/25/2021,OK,0
275,Georgia,12/19/2020,GA,0
275,Louisiana,2/6/2021,LA,0
275,Mississippi,1/2/2021,MS,0
275,Missouri,3/19/2022,MO,0
275,Tennessee,12/18/2021,TN,0
275,Virginia,1/29/2022,VA,0
274,Illinois,10/2/2021,IL,0
274,Louisiana,2/5/2022,LA,0
274,New York,11/6/2021,NY,0
274,Ohio,4/25/2020,OH,0
274,Texas,7/31/2021,TX,0
274,Washington,1/2/2021,WA,0
274,Wisconsin,2/12/2022,WI,0
273,Oklahoma,1/30/2021,OK,0
273,Tennessee,9/4/2021,TN,0
272,Colorado,11/6/2021,CO,0
272,Georgia,12/12/2020,GA,0
272,Georgia,11/20/2021,GA,0
272,Louisiana,4/4/2020,LA,0
272,Virginia,4/25/2020,VA,0
271,Arkansas,1/30/2021,AR,0
271,Maryland,1/16/2021,MD,0
271,Minnesota,1/2/2021,MN,0
271,Mississippi,1/23/2021,MS,0
271,Ohio,5/9/2020,OH,0
271,Washington,10/2/2021,WA,0
270,California,7/2/2022,CA,0
270,Louisiana,2/12/2022,LA,0
270,Maryland,5/30/2020,MD,0
270,Ohio,10/31/2020,OH,0
270,Texas,5/22/2021,TX,0
269,Colorado,11/7/2020,CO,0
269,Colorado,11/13/2021,CO,0
269,Florida,5/21/2022,FL,0
269,Georgia,4/2/2022,GA,0
269,Georgia,4/9/2022,GA,0
269,Pennsylvania,5/22/2021,PA,0
269,Virginia,9/25/2021,VA,0
269,Virginia,10/9/2021,VA,0
268,Florida,5/23/2020,FL,0
268,Michigan,10/16/2021,MI,0
268,Missouri,5/21/2022,MO,0
267,Arkansas,1/23/2021,AR,0
267,Mississippi,1/30/2021,MS,0
267,Tennessee,2/27/2021,TN,0
266,Arkansas,2/19/2022,AR,0
266,Connecticut,1/16/2021,CT,0
266,Florida,10/22/2022,FL,0
266,Illinois,9/25/2021,IL,0
266,Massachusetts,2/19/2022,MA,0
266,Texas,6/27/2020,TX,0
266,Virginia,9/19/2020,VA,0
265,Arizona,8/22/2020,AZ,0
265,Colorado,1/22/2022,CO,0
265,Missouri,1/8/2022,MO,0
265,New York,11/21/2020,NY,0
265,Virginia,1/9/2021,VA,0
265,Virginia,3/12/2022,VA,0
265,Washington,2/5/2022,WA,0
264,California,5/21/2022,CA,0
264,Georgia,6/13/2020,GA,0
264,Kentucky,2/19/2022,KY,0
264,Oklahoma,10/9/2021,OK,0
263,Illinois,12/4/2021,IL,0
263,Michigan,2/13/2021,MI,0
263,New York,10/16/2021,NY,0
263,Ohio,2/26/2022,OH,0
262,Florida,4/9/2022,FL,0
262,Georgia,5/2/2020,GA,0
262,Michigan,10/9/2021,MI,0
262,Pennsylvania,3/20/2021,PA,0
262,Pennsylvania,5/8/2021,PA,0
262,Texas,12/25/2021,TX,0
262,Virginia,10/23/2021,VA,0
261,Alabama,11/6/2021,AL,0
261,Georgia,1/2/2021,GA,0
261,Mississippi,9/4/2021,MS,0
261,North Carolina,3/5/2022,NC,0
261,Pennsylvania,4/17/2021,PA,0
260,Alabama,1/29/2022,AL,0
260,Florida,6/4/2022,FL,0
260,Kentucky,3/5/2022,KY,0
260,Missouri,2/20/2021,MO,0
260,North Carolina,8/28/2021,NC,0
260,South Carolina,1/2/2021,SC,0
259,Alabama,9/11/2021,AL,0
258,Maryland,2/12/2022,MD,0
257,California,10/22/2022,CA,0
257,Georgia,10/10/2020,GA,0
257,Georgia,3/26/2022,GA,0
257,Oklahoma,2/6/2021,OK,0
257,South Carolina,2/26/2022,SC,0
257,Washington,10/9/2021,WA,0
256,Alabama,3/5/2022,AL,0
256,Indiana,2/26/2022,IN,0
256,Minnesota,12/11/2021,MN,0
256,New York,9/11/2021,NY,0
256,New York,9/25/2021,NY,0
256,Pennsylvania,11/14/2020,PA,0
256,Pennsylvania,5/1/2021,PA,0
255,Arizona,11/6/2021,AZ,0
255,Georgia,4/17/2021,GA,0
255,New York,5/15/2021,NY,0
255,Ohio,4/18/2020,OH,0
255,South Carolina,8/8/2020,SC,0
254,Georgia,4/10/2021,GA,0
254,Louisiana,8/8/2020,LA,0
253,Colorado,11/20/2021,CO,0
253,Nevada,1/30/2021,NV,0
253,South Carolina,8/15/2020,SC,0
253,Tennessee,10/31/2020,TN,0
252,California,5/28/2022,CA,0
252,Kentucky,2/13/2021,KY,0
252,Minnesota,11/14/2020,MN,0
252,Missouri,1/2/2021,MO,0
252,New Jersey,4/3/2021,NJ,0
252,Texas,4/9/2022,TX,0
252,Wisconsin,12/11/2021,WI,0
251,Arizona,8/29/2020,AZ,0
251,Florida,5/16/2020,FL,0
251,Illinois,10/9/2021,IL,0
251,Kansas,2/13/2021,KS,0
250,Arkansas,12/26/2020,AR,0
250,Minnesota,1/8/2022,MN,0
250,Missouri,11/28/2020,MO,0
250,Nevada,1/23/2021,NV,0
250,North Carolina,11/21/2020,NC,0
249,California,10/8/2022,CA,0
249,Florida,10/15/2022,FL,0
249,Kentucky,10/9/2021,KY,0
249,Massachusetts,6/20/2020,MA,0
249,Pennsylvania,5/28/2022,PA,0
248,Indiana,10/31/2020,IN,0
248,Indiana,2/6/2021,IN,0
248,Louisiana,1/16/2021,LA,0
248,New York,10/23/2021,NY,0
248,Ohio,5/23/2020,OH,0
248,Wisconsin,3/19/2022,WI,0
247,Illinois,6/27/2020,IL,0
247,Maryland,6/6/2020,MD,0
247,Mississippi,2/6/2021,MS,0
246,Florida,6/27/2020,FL,0
246,Kentucky,10/23/2021,KY,0
246,Louisiana,10/2/2021,LA,0
246,Michigan,11/7/2020,MI,0
246,New Jersey,3/20/2021,NJ,0
246,Wisconsin,1/30/2021,WI,0
246,Wisconsin,1/15/2022,WI,0
245,Arizona,11/13/2021,AZ,0
245,Florida,10/8/2022,FL,0
245,Indiana,5/16/2020,IN,0
245,New Jersey,3/27/2021,NJ,0
245,Texas,11/27/2021,TX,0
244,Colorado,11/27/2021,CO,0
244,Florida,4/11/2020,FL,0
244,Indiana,10/16/2021,IN,0
244,Missouri,3/5/2022,MO,0
243,California,9/24/2022,CA,0
243,Georgia,4/18/2020,GA,0
243,South Carolina,10/30/2021,SC,0
242,California,7/9/2022,CA,0
242,Florida,6/6/2020,FL,0
242,New Mexico,12/19/2020,NM,0
242,Ohio,5/16/2020,OH,0
242,Ohio,8/28/2021,OH,0
242,South Carolina,2/27/2021,SC,0
241,Florida,6/25/2022,FL,0
241,Indiana,4/25/2020,IN,0
241,Minnesota,1/29/2022,MN,0
241,New Jersey,7/4/2020,NJ,0
241,New York,10/30/2021,NY,0
240,Kentucky,1/8/2022,KY,0
240,Louisiana,5/9/2020,LA,0
240,Missouri,9/25/2021,MO,0
240,South Carolina,10/23/2021,SC,0
239,Colorado,10/30/2021,CO,0
239,Connecticut,5/30/2020,CT,0
239,Kentucky,10/16/2021,KY,0
239,Louisiana,8/22/2020,LA,0
239,Massachusetts,2/26/2022,MA,0
239,Minnesota,12/18/2021,MN,0
239,South Carolina,8/28/2021,SC,0
238,Arizona,7/4/2020,AZ,0
238,Arizona,5/7/2022,AZ,0
238,Georgia,11/28/2020,GA,0
238,New York,11/27/2021,NY,0
238,Wisconsin,3/26/2022,WI,0
237,Florida,6/13/2020,FL,0
237,Kentucky,2/12/2022,KY,0
237,Michigan,5/30/2020,MI,0
236,California,5/15/2021,CA,0
236,Kansas,12/26/2020,KS,0
236,Kansas,2/20/2021,KS,0
236,Kentucky,4/2/2022,KY,0
236,Oklahoma,2/12/2022,OK,0
236,Washington,1/9/2021,WA,0
235,Alabama,8/21/2021,AL,0
235,Arkansas,2/12/2022,AR,0
235,Colorado,4/11/2020,CO,0
235,Colorado,10/23/2021,CO,0
235,North Carolina,10/31/2020,NC,0
235,Oklahoma,3/12/2022,OK,0
235,Tennessee,2/20/2021,TN,0
235,Virginia,3/19/2022,VA,0
234,Arizona,6/27/2020,AZ,0
234,California,9/17/2022,CA,0
234,Oklahoma,10/2/2021,OK,0
234,Texas,6/20/2020,TX,0
234,Virginia,10/30/2021,VA,0
233,Arkansas,3/5/2022,AR,0
233,California,10/1/2022,CA,0
233,New Jersey,4/24/2021,NJ,0
233,New York,10/9/2021,NY,0
233,North Carolina,8/21/2021,NC,0
233,Tennessee,11/7/2020,TN,0
233,Virginia,12/19/2020,VA,0
233,Wisconsin,3/5/2022,WI,0
232,Illinois,10/16/2021,IL,0
232,Louisiana,8/1/2020,LA,0
232,New York,11/20/2021,NY,0
232,Oklahoma,2/13/2021,OK,0
232,Tennessee,8/28/2021,TN,0
232,Tennessee,3/5/2022,TN,0
231,Georgia,5/23/2020,GA,0
231,Illinois,9/11/2021,IL,0
231,Mississippi,12/12/2020,MS,0
231,Nevada,2/6/2021,NV,0
231,Oklahoma,9/18/2021,OK,0
231,South Carolina,8/22/2020,SC,0
230,Kentucky,9/25/2021,KY,0
230,Kentucky,11/27/2021,KY,0
230,Michigan,5/29/2021,MI,0
230,Mississippi,8/21/2021,MS,0
230,Nevada,2/5/2022,NV,0
229,Colorado,1/29/2022,CO,0
229,Georgia,4/25/2020,GA,0
229,Illinois,10/17/2020,IL,0
229,Michigan,10/2/2021,MI,0
229,Missouri,8/28/2021,MO,0
229,Nevada,12/19/2020,NV,0
229,South Carolina,12/26/2020,SC,0
229,Wisconsin,1/8/2022,WI,0
228,California,10/15/2022,CA,0
228,Colorado,12/19/2020,CO,0
228,Texas,4/18/2020,TX,0
227,California,7/10/2021,CA,0
227,Louisiana,5/16/2020,LA,0
227,New Jersey,4/10/2021,NJ,0
227,New York,11/28/2020,NY,0
227,New York,11/13/2021,NY,0
226,Alabama,12/12/2020,AL,0
226,California,7/17/2021,CA,0
226,Louisiana,12/19/2020,LA,0
226,New York,9/18/2021,NY,0
226,Pennsylvania,5/15/2021,PA,0
226,Washington,2/13/2021,WA,0
225,Alabama,10/23/2021,AL,0
225,Arizona,3/13/2021,AZ,0
225,Connecticut,1/23/2021,CT,0
225,Connecticut,1/30/2021,CT,0
225,Georgia,4/11/2020,GA,0
225,Indiana,10/24/2020,IN,0
225,Kansas,12/12/2020,KS,0
225,Michigan,3/19/2022,MI,0
225,Minnesota,1/16/2021,MN,0
225,Texas,5/2/2020,TX,0
225,Washington,9/11/2021,WA,0
225,Wisconsin,1/2/2021,WI,0
224,California,6/18/2022,CA,0
224,Connecticut,1/9/2021,CT,0
224,Connecticut,1/29/2022,CT,0
224,Georgia,1/1/2022,GA,0
224,Indiana,5/23/2020,IN,0
224,North Carolina,11/7/2020,NC,0
224,Oklahoma,2/27/2021,OK,0
224,Pennsylvania,4/10/2021,PA,0
224,Wisconsin,3/12/2022,WI,0
223,Illinois,5/15/2021,IL,0
223,Louisiana,2/19/2022,LA,0
223,Michigan,2/20/2021,MI,0
223,Oklahoma,2/26/2022,OK,0
223,Virginia,11/6/2021,VA,0
222,Massachusetts,2/20/2021,MA,0
222,Ohio,2/27/2021,OH,0
221,Colorado,1/1/2022,CO,0
221,Maryland,12/5/2020,MD,0
221,Mississippi,10/2/2021,MS,0
221,New Jersey,11/28/2020,NJ,0
221,New York,3/5/2022,NY,0
221,Virginia,2/13/2021,VA,0
220,Alabama,3/6/2021,AL,0
220,Louisiana,12/12/2020,LA,0
220,North Carolina,10/24/2020,NC,0
220,Ohio,10/24/2020,OH,0
220,South Carolina,3/6/2021,SC,0
219,Alabama,8/28/2021,AL,0
219,Colorado,12/4/2021,CO,0
219,Connecticut,12/19/2020,CT,0
219,Florida,6/20/2020,FL,0
219,Nevada,12/12/2020,NV,0
219,New Jersey,5/1/2021,NJ,0
219,New York,8/6/2022,NY,0
218,Kentucky,1/16/2021,KY,0
218,Louisiana,8/15/2020,LA,0
218,Missouri,3/6/2021,MO,0
218,New Mexico,1/2/2021,NM,0
218,North Carolina,1/8/2022,NC,0
218,Texas,8/20/2022,TX,0
218,Washington,10/23/2021,WA,0
217,Arizona,9/4/2021,AZ,0
217,Connecticut,12/12/2020,CT,0
217,Connecticut,1/8/2022,CT,0
217,Illinois,10/23/2021,IL,0
217,Indiana,4/18/2020,IN,0
217,Massachusetts,1/1/2022,MA,0
217,Minnesota,2/5/2022,MN,0
217,New York,6/27/2020,NY,0
216,Illinois,5/8/2021,IL,0
216,Indiana,2/27/2021,IN,0
216,Minnesota,1/1/2022,MN,0
216,Oklahoma,3/19/2022,OK,0
215,Georgia,5/9/2020,GA,0
215,Indiana,4/11/2020,IN,0
215,Louisiana,1/2/2021,LA,0
215,Massachusetts,6/27/2020,MA,0
215,Michigan,6/5/2021,MI,0
215,Michigan,9/25/2021,MI,0
215,Texas,8/13/2022,TX,0
215,Virginia,11/13/2021,VA,0
214,Florida,5/30/2020,FL,0
214,Georgia,11/21/2020,GA,0
214,Georgia,5/1/2021,GA,0
214,Illinois,5/1/2021,IL,0
214,Maryland,2/6/2021,MD,0
214,Mississippi,8/1/2020,MS,0
214,Missouri,1/30/2021,MO,0
214,New York,5/22/2021,NY,0
214,Oklahoma,1/16/2021,OK,0
214,Tennessee,1/8/2022,TN,0
214,Virginia,12/12/2020,VA,0
214,West Virginia,10/9/2021,WV,0
213,Arizona,10/9/2021,AZ,0
213,California,9/3/2022,CA,0
213,Illinois,11/6/2021,IL,0
213,Maryland,4/18/2020,MD,0
213,Michigan,6/6/2020,MI,0
213,Missouri,10/31/2020,MO,0
213,New Jersey,2/19/2022,NJ,0
213,North Carolina,11/28/2020,NC,0
213,Texas,5/30/2020,TX,0
213,Washington,1/23/2021,WA,0
213,Washington,2/26/2022,WA,0
212,Colorado,10/31/2020,CO,0
212,Georgia,8/21/2021,GA,0
212,Idaho,10/2/2021,ID,0
212,Indiana,10/23/2021,IN,0
212,Michigan,4/3/2021,MI,0
211,California,5/22/2021,CA,0
211,Iowa,12/26/2020,IA,0
211,Louisiana,8/7/2021,LA,0
211,Mississippi,9/25/2021,MS,0
211,New Mexico,12/5/2020,NM,0
211,Oklahoma,1/9/2021,OK,0
211,Tennessee,8/22/2020,TN,0
211,Tennessee,8/21/2021,TN,0
211,Virginia,5/9/2020,VA,0
211,Washington,4/4/2020,WA,0
210,Arkansas,9/19/2020,AR,1
210,Connecticut,12/26/2020,CT,0
210,Georgia,10/3/2020,GA,0
210,Illinois,5/22/2021,IL,0
210,Mississippi,12/19/2020,MS,0
210,South Carolina,12/19/2020,SC,0
210,Virginia,2/20/2021,VA,0
210,Virginia,12/25/2021,VA,0
210,Washington,10/16/2021,WA,0
209,Alabama,11/21/2020,AL,0
209,Arkansas,8/28/2021,AR,0
209,Florida,6/5/2021,FL,0
209,Georgia,10/17/2020,GA,0
209,Indiana,9/11/2021,IN,0
209,South Carolina,8/29/2020,SC,0
209,Texas,6/5/2021,TX,0
209,Washington,1/22/2022,WA,0
209,Wisconsin,11/7/2020,WI,0
208,Indiana,10/30/2021,IN,0
208,Minnesota,2/12/2022,MN,0
208,Pennsylvania,4/3/2021,PA,0
208,Texas,6/12/2021,TX,0
207,Louisiana,2/26/2022,LA,0
207,Missouri,11/14/2020,MO,0
207,North Carolina,3/27/2021,NC,0
207,Oklahoma,9/11/2021,OK,0
207,Pennsylvania,6/20/2020,PA,0
207,Pennsylvania,5/29/2021,PA,0
206,Alabama,3/19/2022,AL,0
206,Connecticut,1/22/2022,CT,0
206,Illinois,3/12/2022,IL,0
206,Mississippi,8/15/2020,MS,0
206,Nevada,1/2/2021,NV,0
206,New Mexico,1/23/2021,NM,0
206,North Carolina,9/26/2020,NC,0
206,Virginia,9/18/2021,VA,0
206,Washington,12/4/2021,WA,0
205,Georgia,4/24/2021,GA,0
205,Illinois,10/30/2021,IL,0
205,Louisiana,7/25/2020,LA,0
205,Minnesota,12/25/2021,MN,0
205,Minnesota,1/15/2022,MN,0
205,North Carolina,9/5/2020,NC,0
205,Texas,4/25/2020,TX,0
205,Virginia,5/30/2020,VA,0
204,Alabama,9/19/2020,AL,0
204,Georgia,5/29/2021,GA,0
204,Iowa,11/21/2020,IA,0
204,Massachusetts,12/25/2021,MA,0
204,Missouri,10/10/2020,MO,0
204,Missouri,9/4/2021,MO,0
204,Missouri,1/1/2022,MO,0
204,New Jersey,5/8/2021,NJ,0
203,Arizona,5/9/2020,AZ,0
203,Arkansas,9/18/2021,AR,0
203,California,6/4/2022,CA,0
203,Colorado,4/25/2020,CO,0
203,Kentucky,1/29/2022,KY,0
203,Washington,1/16/2021,WA,0
202,Indiana,11/6/2021,IN,0
202,North Carolina,11/6/2021,NC,0
202,Oregon,11/27/2021,OR,0
202,Tennessee,10/10/2020,TN,0
202,Tennessee,10/30/2021,TN,0
201,Illinois,10/10/2020,IL,0
201,Iowa,1/2/2021,IA,0
201,Kansas,1/9/2021,KS,0
201,Kansas,10/30/2021,KS,0
201,Maryland,2/13/2021,MD,0
201,Missouri,2/27/2021,MO,0
201,Nebraska,12/5/2020,NE,0
201,New York,9/4/2021,NY,0
201,Pennsylvania,11/7/2020,PA,0
200,Alabama,2/12/2022,AL,0
200,Arizona,9/5/2020,AZ,0
200,Arkansas,8/21/2021,AR,0
200,Kentucky,1/1/2022,KY,0
200,Louisiana,2/13/2021,LA,0
200,North Carolina,8/6/2022,NC,0
199,Kentucky,2/27/2021,KY,0
199,Kentucky,11/6/2021,KY,0
199,New Jersey,1/1/2022,NJ,0
199,Pennsylvania,3/13/2021,PA,0
199,Rhode Island,6/6/2020,RI,1
199,Tennessee,9/12/2020,TN,0
199,West Virginia,10/2/2021,WV,0
198,Arizona,2/26/2022,AZ,0
198,Massachusetts,12/5/2020,MA,0
198,Missouri,10/24/2020,MO,0
198,Nevada,2/13/2021,NV,0
198,New Mexico,1/9/2021,NM,0
198,New York,8/13/2022,NY,0
197,Illinois,8/28/2021,IL,0
197,Kansas,1/29/2022,KS,0
197,New Jersey,11/21/2020,NJ,0
197,Pennsylvania,3/26/2022,PA,0
197,Texas,5/9/2020,TX,0
197,West Virginia,1/9/2021,WV,0
196,Illinois,4/4/2020,IL,0
196,Oregon,1/16/2021,OR,0
196,Tennessee,10/24/2020,TN,0
196,Texas,8/6/2022,TX,0
196,Virginia,12/26/2020,VA,0
196,Washington,3/5/2022,WA,0
195,Alabama,9/4/2021,AL,0
195,California,6/11/2022,CA,0
195,Georgia,12/25/2021,GA,0
195,Louisiana,8/29/2020,LA,0
195,Massachusetts,3/5/2022,MA,0
195,Minnesota,3/13/2021,MN,1
195,Missouri,9/26/2020,MO,0
195,North Carolina,8/8/2020,NC,0
195,Tennessee,3/19/2022,TN,0
194,Arkansas,2/6/2021,AR,0
194,Illinois,9/4/2021,IL,0
194,Iowa,1/16/2021,IA,0
194,Kentucky,2/26/2022,KY,0
194,Michigan,9/17/2022,MI,0
194,Mississippi,2/13/2021,MS,0
194,Missouri,9/11/2021,MO,0
194,Ohio,3/5/2022,OH,0
194,South Carolina,1/22/2022,SC,0
193,Arkansas,9/11/2021,AR,0
193,Arkansas,3/12/2022,AR,0
193,California,6/25/2022,CA,0
193,Colorado,4/18/2020,CO,0
193,Georgia,6/20/2020,GA,0
193,Nevada,12/26/2020,NV,0
193,Texas,4/23/2022,TX,0
193,Washington,1/15/2022,WA,0
193,Wisconsin,10/17/2020,WI,0
193,Wisconsin,2/19/2022,WI,0
192,California,7/3/2021,CA,0
192,Kansas,12/5/2020,KS,0
192,Missouri,8/14/2021,MO,0
192,Texas,8/27/2022,TX,0
191,Colorado,12/11/2021,CO,0
191,Georgia,10/24/2020,GA,0
191,Kansas,2/5/2022,KS,0
191,Nevada,2/12/2022,NV,0
191,New York,7/4/2020,NY,0
191,North Carolina,10/3/2020,NC,0
191,Wisconsin,11/14/2020,WI,0
190,Kansas,1/30/2021,KS,0
190,Michigan,6/12/2021,MI,0
190,New York,9/17/2022,NY,0
190,Ohio,3/6/2021,OH,0
190,Ohio,8/21/2021,OH,0
190,Oregon,12/19/2020,OR,0
190,Oregon,11/6/2021,OR,0
190,Pennsylvania,10/24/2020,PA,0
190,West Virginia,1/16/2021,WV,0
190,Wisconsin,12/4/2021,WI,0
189,Alabama,1/2/2021,AL,0
189,Georgia,5/16/2020,GA,0
189,Illinois,10/3/2020,IL,0
189,Indiana,2/20/2021,IN,0
189,Kentucky,12/18/2021,KY,0
189,Mississippi,8/29/2020,MS,0
189,Oklahoma,9/4/2021,OK,0
189,Oklahoma,10/16/2021,OK,0
188,Arizona,3/20/2021,AZ,0
188,Illinois,5/29/2021,IL,0
188,Indiana,3/5/2022,IN,0
188,Massachusetts,12/18/2021,MA,0
188,New York,10/15/2022,NY,0
188,Oregon,11/13/2021,OR,0
188,Texas,7/24/2021,TX,0
188,Wisconsin,2/26/2022,WI,0
187,California,7/31/2021,CA,0
187,Louisiana,1/22/2022,LA,0
187,Virginia,12/18/2021,VA,0
187,West Virginia,3/13/2021,WV,1
186,Alabama,1/22/2022,AL,0
186,Arkansas,3/19/2022,AR,0
186,Georgia,4/16/2022,GA,0
186,Kentucky,10/30/2021,KY,0
186,Missouri,3/12/2022,MO,0
186,North Carolina,11/20/2021,NC,0
186,Pennsylvania,3/27/2021,PA,0
186,Pennsylvania,9/11/2021,PA,0
186,South Carolina,7/18/2020,SC,0
185,Indiana,9/4/2021,IN,0
185,Louisiana,10/9/2021,LA,0
185,Maryland,6/13/2020,MD,0
185,North Carolina,9/19/2020,NC,0
185,North Carolina,3/13/2021,NC,0
185,Pennsylvania,6/27/2020,PA,0
185,Texas,6/19/2021,TX,0
184,Arizona,9/11/2021,AZ,0
184,Arkansas,9/4/2021,AR,0
184,Colorado,10/16/2021,CO,0
184,Connecticut,12/5/2020,CT,0
184,Mississippi,8/8/2020,MS,0
184,Washington,9/4/2021,WA,0
183,Illinois,3/13/2021,IL,0
183,Indiana,11/13/2021,IN,0
183,Iowa,1/9/2021,IA,0
183,Minnesota,11/27/2021,MN,0
183,Nevada,12/5/2020,NV,0
182,Arizona,8/28/2021,AZ,0
182,Arizona,10/16/2021,AZ,0
182,Iowa,1/15/2022,IA,0
182,Iowa,1/29/2022,IA,0
182,Nevada,4/23/2022,NV,0
182,Texas,7/17/2021,TX,0
181,Arkansas,12/5/2020,AR,0
181,Kentucky,3/6/2021,KY,0
181,Michigan,10/24/2020,MI,0
181,Wisconsin,2/6/2021,WI,0
180,Georgia,11/27/2021,GA,0
180,Kansas,2/19/2022,KS,0
180,Kentucky,1/9/2021,KY,0
180,Minnesota,1/22/2022,MN,0
180,Puerto Rico,1/22/2022,PR,0
180,Tennessee,10/3/2020,TN,0
179,Alabama,3/13/2021,AL,0
179,Kentucky,12/19/2020,KY,0
179,Missouri,11/21/2020,MO,0
179,Oklahoma,10/30/2021,OK,0
179,Texas,9/3/2022,TX,0
179,Virginia,5/2/2020,VA,0
178,Arizona,3/27/2021,AZ,0
178,Georgia,5/30/2020,GA,0
178,Kansas,4/2/2022,KS,0
178,Kentucky,12/5/2020,KY,0
178,Missouri,3/26/2022,MO,0
178,Nevada,1/29/2022,NV,0
178,Oklahoma,1/8/2022,OK,0
178,Oregon,10/16/2021,OR,0
178,Pennsylvania,3/19/2022,PA,0
178,South Carolina,9/5/2020,SC,0
177,Minnesota,5/30/2020,MN,0
177,New Mexico,11/28/2020,NM,0
177,New Mexico,1/16/2021,NM,0
177,New York,5/21/2022,NY,0
177,North Carolina,8/22/2020,NC,0
177,Texas,6/13/2020,TX,0
177,Washington,11/20/2021,WA,0
176,Connecticut,1/15/2022,CT,0
176,Connecticut,2/5/2022,CT,0
176,Kentucky,9/4/2021,KY,0
176,Massachusetts,2/27/2021,MA,0
